campaign_id,date,geo,city,profession,price_range,language,channel,campaign_type,impressions,clicks,conversions,spend_usd,revenue_usd,roi,quality_score
MC-10856,2024-05-21,DE,Munich,Accountant,budget,German,display,acquisition,226959,1994,48,748.46,7688.6,10.2726,9.0
MC-10394,2024-05-21,GB,Glasgow,Software Engineer,budget,English,influencer,awareness,53805,1182,24,6645.27,5485.72,0.8255,7.0
MC-12027,2024-05-21,US,San Francisco,Physician,premium,English,search,acquisition,112273,5969,120,376.18,715867.78,1902.9927,6.0
MC-12409,2024-05-21,US,Phoenix,Consultant,budget,English,display,awareness,289425,4402,127,2709.06,16223.08,5.9885,9.0
MC-10665,2024-05-21,NL,Amsterdam,Consultant,mid,Dutch,email,acquisition,5903,137,4,640.41,2789.23,4.3554,3.0
MC-10962,2024-05-21,US,Phoenix,Architect,mid,English,social_media,re_engagement,377440,7728,141,13059.06,185468.06,14.2023,9.0
MC-11422,2024-05-21,SG,Singapore,Teacher,mid,English,social_media,acquisition,500000,11514,264,965.17,160763.2,166.5646,9.0
MC-10253,2024-05-21,GB,Birmingham,Designer,mid,English,email,re_engagement,20639,601,38,5015.05,19083.35,3.8052,3.0
MC-12685,2024-05-21,IN,Delhi,Lawyer,premium,Hindi,social_media,awareness,114220,2491,76,1250.92,365435.47,292.1334,7.0
MC-11081,2024-05-21,BR,Rio de Janeiro,Teacher,mid,Portuguese,social_media,awareness,500000,10846,166,1144.7,108834.67,95.077,5.0
MC-10193,2024-05-21,JP,Osaka,Physician,budget,Japanese,social_media,retention,104287,1822,127,3987.21,29103.92,7.2993,8.0
MC-12687,2024-05-21,IN,Mumbai,Researcher,mid,Hindi,email,awareness,6883,257,14,466.83,10850.66,23.2433,2.0
MC-10218,2024-05-21,JP,Sapporo,Software Engineer,budget,Japanese,social_media,acquisition,44050,945,57,288.55,13205.31,45.7644,
MC-10568,2024-05-22,DE,Munich,Marketing Manager,mid,German,content_marketing,acquisition,6219,107,2,755.39,1697.83,2.2476,9.0
MC-10672,2024-05-22,DE,Cologne,Writer,mid,German,email,awareness,59814,1772,29,2223.1,19389.8,8.722,
MC-11134,2024-05-22,DE,Berlin,Architect,budget,German,display,awareness,107277,1087,58,255.83,12986.16,50.7609,
MC-10862,2024-05-22,US,San Francisco,Writer,premium,English,search,acquisition,25043,1544,83,280.95,191504.88,681.6333,3.0
MC-11697,2024-05-22,US,Phoenix,Consultant,mid,English,email,retention,12490,372,10,3085.97,8028.64,2.6017,7.0
MC-12555,2024-05-22,GB,Birmingham,Sales Rep,mid,English,social_media,retention,473895,7290,469,1049.85,215255.69,205.0347,
MC-12957,2024-05-22,AU,Brisbane,Data Scientist,mid,English,search,awareness,13582,971,23,1645.28,25444.91,15.4654,9.0
MC-11648,2024-05-22,CA,Ottawa,Teacher,budget,English,email,acquisition,15467,591,11,2390.07,1148.87,0.4807,3.0
MC-10211,2024-05-22,GB,Manchester,Marketing Manager,budget,English,content_marketing,acquisition,48528,919,17,914.79,3030.57,3.3129,10.0
MC-11994,2024-05-22,GB,London,Data Scientist,mid,English,search,retention,168138,11703,562,4504.29,726482.94,161.2869,1.0
MC-12692,2024-05-22,GB,London,Physician,premium,English,email,acquisition,21037,804,22,4372.72,145555.95,33.2873,4.0
MC-11522,2024-05-22,FR,Lyon,Consultant,premium,French,email,retention,86634,3094,122,1592.45,503630.94,316.2617,5.0
MC-12196,2024-05-22,SG,Singapore,Designer,budget,English,search,re_engagement,147135,11242,447,3190.29,47774.78,14.9751,1.0
MC-12522,2024-05-22,IL,Netanya,Physician,budget,Hebrew,email,awareness,38542,1177,88,667.03,15497.06,23.2329,7.0
MC-11335,2024-05-22,US,Houston,Teacher,mid,English,email,awareness,6560,192,11,3456.78,6943.06,2.0085,9.0
MC-12517,2024-05-22,DE,Cologne,Sales Rep,premium,German,social_media,awareness,92242,1580,40,1581.84,114420.09,72.3335,4.0
MC-12083,2024-05-22,IN,Chennai,Sales Rep,mid,Hindi,search,retention,8740,652,12,2954.27,5484.4,1.8564,9.0
MC-11487,2024-05-22,IN,Bangalore,Writer,mid,Hindi,email,retention,4819,170,7,1658.73,3989.39,2.4051,5.0
MC-12144,2024-05-22,SG,Singapore,Accountant,mid,English,influencer,acquisition,14184,385,8,2964.91,7196.12,2.4271,3.0
MC-12509,2024-05-22,DE,Frankfurt,Data Scientist,mid,German,content_marketing,acquisition,44616,632,34,2230.86,36983.13,16.578,8.0
MC-10889,2024-05-22,US,Phoenix,Marketing Manager,budget,English,email,retention,50107,1379,48,551.22,6772.51,12.2864,6.0
MC-10710,2024-05-22,US,San Francisco,Product Manager,premium,English,social_media,acquisition,56190,804,52,7939.87,242030.64,30.4829,5.0
MC-12552,2024-05-22,NL,The Hague,Physician,premium,Dutch,search,acquisition,6596,407,9,8091.04,58064.67,7.1764,6.0
MC-10359,2024-05-22,ZA,Cape Town,Physician,budget,Afrikaans,influencer,acquisition,28870,883,48,2374.15,11156.53,4.6992,6.0
MC-10136,2024-05-22,ZA,Johannesburg,Data Scientist,mid,Afrikaans,search,retention,85955,8181,160,3331.68,178724.04,53.6438,5.0
MC-12032,2024-05-22,FR,Paris,Marketing Manager,budget,French,display,retention,8553,115,3,429.69,527.33,1.2272,1.0
MC-12257,2024-05-22,US,New York,Data Scientist,mid,English,email,acquisition,3076,111,3,2026.91,3730.13,1.8403,7.0
MC-12166,2024-05-22,IN,Kolkata,Architect,budget,Hindi,display,acquisition,303753,3437,231,220.79,54109.09,245.0704,5.0
MC-12925,2024-05-22,GB,Birmingham,Sales Rep,budget,English,email,retention,11329,329,15,834.77,1789.53,2.1437,3.0
MC-11818,2024-05-22,US,Los Angeles,Architect,budget,English,search,retention,25163,2352,88,496.32,21338.28,42.993,5.0
MC-10498,2024-05-22,US,New York,Researcher,premium,English,search,acquisition,143530,10612,476,7797.82,2174045.01,278.8016,2.0
MC-10259,2024-05-22,ES,Barcelona,Researcher,mid,Spanish,email,retention,2762,84,5,2820.86,4245.14,1.5049,10.0
MC-10153,2024-05-22,ES,Barcelona,Lawyer,mid,Spanish,social_media,acquisition,3975,87,6,4206.33,7583.65,1.8029,8.0
MC-11573,2024-05-22,GB,Bristol,Researcher,mid,English,email,awareness,12790,397,31,1131.43,22910.99,20.2496,7.0
MC-10194,2024-05-22,CA,Montreal,Teacher,budget,English,email,awareness,18306,394,13,7632.43,1497.41,0.1962,10.0
MC-12120,2024-05-22,IN,Pune,Data Scientist,mid,Hindi,display,acquisition,500000,6510,510,328.32,595764.18,1814.5839,4.0
MC-12875,2024-05-22,IN,Pune,Data Scientist,premium,Hindi,email,acquisition,64759,2367,159,1600.75,994702.3,621.3977,3.0
MC-10440,2024-05-22,US,Houston,HR Manager,mid,English,email,retention,10575,334,25,7205.47,13432.83,1.8643,1.0
MC-12089,2024-05-22,ES,Valencia,Product Manager,budget,Spanish,email,acquisition,41814,1186,58,298.98,7161.38,23.9527,2.0
MC-10976,2024-05-22,IL,Tel Aviv,HR Manager,mid,Hebrew,search,awareness,57793,3392,65,1168.56,31241.97,26.7354,2.0
MC-10306,2024-05-22,CA,Vancouver,Physician,mid,English,email,acquisition,53951,1979,152,20543.26,167949.21,8.1754,4.0
MC-10368,2024-05-23,DE,Berlin,Marketing Manager,mid,German,email,re_engagement,18767,716,11,598.69,7383.54,12.3328,8.0
MC-11775,2024-05-23,ZA,Port Elizabeth,Software Engineer,premium,Afrikaans,search,awareness,25263,2433,39,271.92,183322.27,674.1772,8.0
MC-12579,2024-05-23,IN,Pune,Sales Rep,mid,Hindi,email,awareness,168492,4049,140,7000.96,93870.09,13.4082,5.0
MC-12187,2024-05-23,FR,Lyon,Writer,budget,French,social_media,awareness,34827,587,11,4230.88,1349.44,0.319,8.0
MC-12402,2024-05-23,FR,Bordeaux,Product Manager,mid,French,social_media,re_engagement,68992,980,68,1549.13,60952.94,39.3466,8.0
MC-11349,2024-05-23,US,Seattle,Product Manager,budget,English,social_media,re_engagement,478012,9126,283,142.92,40550.65,283.7297,3.0
MC-11088,2024-05-23,FR,Nice,Accountant,premium,French,social_media,acquisition,30570,452,12,1391.57,48301.18,34.7098,3.0
MC-11681,2024-05-23,NL,Eindhoven,Architect,budget,Dutch,content_marketing,awareness,4356,75,1,6155.38,171.35,0.0278,2.0
MC-11690,2024-05-23,US,Chicago,HR Manager,budget,English,social_media,acquisition,52992,1339,36,1824.63,3853.03,2.1117,1.0
MC-10210,2024-05-23,ZA,Port Elizabeth,Product Manager,budget,Afrikaans,email,awareness,17820,465,6,3359.82,1057.28,0.3147,7.0
MC-12471,2024-05-23,DE,Stuttgart,Marketing Manager,mid,German,influencer,awareness,241939,6365,489,1318.48,427530.88,324.2604,3.0
MC-12322,2024-05-23,US,San Francisco,Designer,premium,English,email,retention,140093,3345,219,1575.02,693299.18,440.1844,5.0
MC-10502,2024-05-23,BR,Brasília,Physician,mid,Portuguese,display,acquisition,218151,3081,43,775.61,49450.91,63.7574,9.0
MC-12326,2024-05-23,MX,Monterrey,HR Manager,premium,Spanish,influencer,acquisition,19431,564,9,8804.81,25768.56,2.9266,10.0
MC-12416,2024-05-23,US,Chicago,Marketing Manager,premium,English,display,re_engagement,19764,290,14,1611.16,57967.11,35.9785,2.0
MC-12589,2024-05-23,US,San Francisco,Teacher,budget,English,email,acquisition,5340,145,8,5086.5,745.87,0.1466,3.0
MC-10303,2024-05-23,US,Los Angeles,Sales Rep,mid,English,email,awareness,3632,80,5,2638.38,3314.86,1.2564,1.0
MC-12772,2024-05-23,GB,Manchester,Teacher,premium,English,email,awareness,5107,174,7,2048.18,19472.49,9.5072,7.0
MC-11786,2024-05-23,FR,Toulouse,Software Engineer,premium,French,social_media,awareness,170877,2593,133,2398.34,701217.68,292.3763,6.0
MC-12782,2024-05-23,US,San Francisco,Software Engineer,budget,English,content_marketing,acquisition,10107,196,11,1606.33,2211.64,1.3768,5.0
MC-10686,2024-05-23,DE,Berlin,Writer,mid,German,email,acquisition,10418,278,4,1709.08,2498.1,1.4617,6.0
MC-10358,2024-05-23,FR,Toulouse,Designer,mid,French,social_media,re_engagement,17962,425,5,6752.38,3032.15,0.449,6.0
MC-10755,2024-05-23,IN,Pune,Data Scientist,mid,Hindi,email,retention,2657,97,2,4004.37,2391.89,0.5973,6.0
MC-11510,2024-05-23,NL,The Hague,Software Engineer,budget,Dutch,email,awareness,19267,463,17,1724.49,4197.07,2.4338,6.0
MC-10643,2024-05-23,US,San Francisco,Consultant,budget,English,search,re_engagement,24223,2337,108,2347.69,14718.68,6.2694,1.0
MC-11323,2024-05-23,JP,Yokohama,Product Manager,mid,Japanese,social_media,retention,59957,1065,46,2694.86,42379.88,15.7262,4.0
MC-12818,2024-05-23,US,Los Angeles,Product Manager,premium,English,content_marketing,awareness,2968,51,2,931.83,6718.63,7.2101,2.0
MC-10002,2024-05-23,US,San Francisco,Writer,mid,English,content_marketing,acquisition,72620,1479,52,1237.01,26011.59,21.0278,10.0
MC-12034,2024-05-23,NL,Rotterdam,Teacher,premium,Dutch,social_media,acquisition,27212,680,11,1420.88,35704.13,25.1282,8.0
MC-12022,2024-05-23,SG,Singapore,Writer,mid,English,social_media,re_engagement,14112,278,13,15398.08,6866.22,0.4459,8.0
MC-11896,2024-05-23,IN,Chennai,Consultant,mid,Hindi,email,acquisition,22876,654,36,2426.85,28395.23,11.7004,4.0
MC-11390,2024-05-23,ES,Seville,Researcher,budget,Spanish,search,retention,16962,1421,41,313.31,6272.36,20.0197,2.0
MC-10861,2024-05-23,US,Seattle,Marketing Manager,budget,English,search,re_engagement,45404,2596,100,2527.35,16258.28,6.4329,1.0
MC-10917,2024-05-23,DE,Munich,Consultant,mid,German,email,acquisition,12891,448,5,2870.82,4278.58,1.4904,3.0
MC-11530,2024-05-23,US,Phoenix,Physician,mid,English,email,awareness,25651,632,28,2392.85,26304.12,10.9928,6.0
MC-12895,2024-05-23,US,New York,Product Manager,premium,English,email,acquisition,68274,2155,130,584.12,483651.42,828.0001,8.0
MC-12641,2024-05-23,IN,Chennai,Accountant,mid,Hindi,content_marketing,awareness,25851,378,19,1590.72,15331.55,9.6381,9.0
MC-11641,2024-05-24,FR,Bordeaux,Designer,premium,French,search,acquisition,24610,1806,110,9371.37,319704.29,34.115,4.0
MC-10262,2024-05-24,BR,Brasília,Software Engineer,mid,Portuguese,content_marketing,acquisition,91151,1807,46,9985.32,53616.24,5.3695,
MC-11384,2024-05-24,US,Chicago,Software Engineer,mid,English,social_media,acquisition,500000,11014,374,2899.96,356630.64,122.9778,5.0
MC-12227,2024-05-24,JP,Nagoya,Software Engineer,mid,Japanese,display,acquisition,67278,913,57,2347.99,63580.56,27.0787,10.0
MC-11040,2024-05-24,CA,Montreal,Accountant,budget,English,search,retention,81977,7656,478,1364.74,62496.93,45.794,3.0
MC-11410,2024-05-24,US,Chicago,HR Manager,budget,English,display,acquisition,186696,2067,104,463.24,12502.52,26.9893,4.0
MC-11720,2024-05-24,IN,Delhi,Consultant,budget,Hindi,email,awareness,6834,228,13,887.38,1624.39,1.8305,4.0
MC-12237,2024-05-24,SG,Singapore,Architect,mid,English,display,acquisition,81285,1044,29,3667.5,30949.42,8.4388,4.0
MC-10512,2024-05-24,SG,Singapore,Software Engineer,budget,English,display,retention,14556,158,11,2363.47,2010.85,0.8508,9.0
MC-12294,2024-05-24,IN,Mumbai,Designer,mid,Hindi,email,retention,16358,397,23,2231.24,12391.68,5.5537,7.0
MC-10385,2024-05-24,IN,Mumbai,HR Manager,mid,Hindi,social_media,awareness,92530,2262,36,5037.94,22863.52,4.5383,8.0
MC-11227,2024-05-24,US,Los Angeles,Teacher,budget,English,search,re_engagement,18127,992,44,750.45,4577.12,6.0992,1.0
MC-12557,2024-05-24,GB,Leeds,Marketing Manager,premium,English,social_media,acquisition,31645,684,51,2301.71,190639.55,82.8252,10.0
MC-11054,2024-05-24,ZA,Port Elizabeth,Researcher,mid,Afrikaans,social_media,acquisition,112295,1798,69,3583.0,62605.74,17.473,8.0
MC-11758,2024-05-24,IN,Chennai,Architect,mid,Hindi,social_media,acquisition,32847,679,8,677.89,10190.62,15.0329,4.0
MC-10613,2024-05-24,US,Los Angeles,Writer,budget,English,display,awareness,500000,7440,448,6671.55,49292.6,7.3885,5.0
MC-10243,2024-05-24,US,San Francisco,Accountant,budget,English,display,awareness,17163,204,9,10073.82,1251.97,0.1243,8.0
MC-11804,2024-05-24,GB,Glasgow,Writer,premium,English,email,retention,55443,2111,68,1211.88,222810.49,183.8552,8.0
MC-10709,2024-05-24,DE,Munich,Sales Rep,mid,German,email,re_engagement,1000,24,1,388.31,591.11,1.5223,4.0
MC-12567,2024-05-24,GB,Manchester,Designer,mid,English,email,acquisition,9042,208,3,5321.77,1693.6,0.3182,6.0
MC-12605,2024-05-24,DE,Cologne,Architect,mid,German,influencer,retention,38476,1225,52,957.09,63791.78,66.6518,9.0
MC-11790,2024-05-24,ES,Seville,Sales Rep,mid,Spanish,email,re_engagement,9814,338,15,2713.23,9430.71,3.4758,3.0
MC-12037,2024-05-24,US,New York,Researcher,premium,English,social_media,awareness,10160,155,5,1221.44,22490.64,18.4132,5.0
MC-11265,2024-05-24,MX,Tijuana,Architect,budget,Spanish,display,acquisition,500000,5018,205,6045.7,41192.1,6.8135,
MC-10522,2024-05-24,AU,Perth,Consultant,mid,English,social_media,acquisition,180740,3360,237,591.24,174308.51,294.8185,5.0
MC-10460,2024-05-24,US,Chicago,Sales Rep,premium,English,email,re_engagement,31556,882,9,1780.74,24113.69,13.5414,8.0
MC-12891,2024-05-24,GB,London,Lawyer,mid,English,email,retention,60725,2008,132,1841.67,160709.68,87.263,7.0
MC-11767,2024-05-24,NL,Amsterdam,Marketing Manager,mid,Dutch,search,awareness,27193,2313,41,684.4,38587.04,56.3808,9.0
MC-11127,2024-05-24,NL,Eindhoven,Teacher,mid,Dutch,search,retention,20116,1313,45,2934.79,23250.0,7.9222,3.0
MC-12415,2024-05-24,IN,Hyderabad,Writer,mid,Hindi,search,re_engagement,54122,4415,69,1357.87,38659.27,28.4705,7.0
MC-12007,2024-05-24,IN,Bangalore,HR Manager,premium,Hindi,display,retention,26622,252,14,2067.12,35643.7,17.2432,1.0
MC-10530,2024-05-24,US,San Francisco,Physician,budget,English,search,acquisition,43399,4046,266,483.66,62746.9,129.7335,6.0
MC-12758,2024-05-24,NL,Rotterdam,Designer,budget,Dutch,search,acquisition,163098,14943,827,10591.79,84087.73,7.939,1.0
MC-12847,2024-05-24,US,New York,Sales Rep,budget,English,email,retention,3681,103,7,8040.03,784.5,0.0976,4.0
MC-10928,2024-05-24,CA,Montreal,Designer,mid,English,email,retention,5838,221,8,8546.14,4224.54,0.4943,9.0
MC-11878,2024-05-25,US,San Francisco,Marketing Manager,mid,English,search,acquisition,74281,4482,200,1357.32,185358.88,136.5624,5.0
MC-12725,2024-05-25,IN,Kolkata,HR Manager,premium,Hindi,social_media,awareness,12242,185,5,4942.27,14871.26,3.009,10.0
MC-10103,2024-05-25,IN,Hyderabad,Sales Rep,mid,Hindi,content_marketing,acquisition,39328,814,10,1347.94,4696.23,3.484,8.0
MC-11844,2024-05-25,IL,Haifa,Lawyer,budget,Hebrew,email,acquisition,32359,728,41,807.96,9648.52,11.9418,2.0
MC-11007,2024-05-25,US,Seattle,Data Scientist,mid,English,email,awareness,6917,263,12,1906.81,11984.99,6.2854,10.0
MC-12501,2024-05-25,US,Chicago,Researcher,mid,English,content_marketing,acquisition,12112,279,19,4803.42,12722.99,2.6487,3.0
MC-10448,2024-05-25,IN,Pune,Data Scientist,mid,Hindi,email,retention,14385,425,23,968.16,26852.07,27.7352,6.0
MC-12752,2024-05-25,IN,Pune,Accountant,premium,Hindi,search,re_engagement,5333,391,4,662.89,15166.65,22.8796,2.0
MC-12194,2024-05-25,US,Houston,HR Manager,budget,English,search,acquisition,9778,734,47,5641.68,4294.84,0.7613,4.0
MC-10222,2024-05-25,US,Chicago,Teacher,mid,English,influencer,acquisition,5243,106,1,4129.38,474.64,0.1149,8.0
MC-10245,2024-05-25,DE,Berlin,Marketing Manager,budget,German,display,re_engagement,10422,114,1,1585.96,143.68,0.0906,5.0
MC-10377,2024-05-25,DE,Munich,Physician,mid,German,search,re_engagement,96965,8900,304,213.47,304179.45,1424.9283,5.0
MC-12980,2024-05-25,US,Los Angeles,Accountant,budget,English,influencer,retention,17634,384,14,1560.71,2333.51,1.4952,6.0
MC-11112,2024-05-25,US,Los Angeles,Teacher,mid,English,social_media,retention,17482,411,11,283.1,7229.31,25.5362,2.0
MC-12481,2024-05-25,US,Los Angeles,Marketing Manager,budget,English,display,re_engagement,15474,193,2,100.52,246.71,2.4543,9.0
MC-10614,2024-05-25,US,Houston,HR Manager,mid,English,social_media,retention,39025,969,34,898.65,22038.32,24.5238,6.0
MC-10691,2024-05-25,US,Chicago,Researcher,mid,English,display,awareness,22203,263,15,1794.09,13275.32,7.3995,4.0
MC-11387,2024-05-25,DE,Munich,Researcher,premium,German,display,awareness,156720,1322,84,2320.6,389789.25,167.9692,6.0
MC-12674,2024-05-25,US,San Francisco,Accountant,mid,English,content_marketing,acquisition,44597,907,61,8037.06,41889.67,5.2121,7.0
MC-12740,2024-05-25,FR,Bordeaux,Marketing Manager,budget,French,search,re_engagement,22745,1608,26,518.33,3337.28,6.4385,8.0
MC-11377,2024-05-25,IN,Chennai,Sales Rep,premium,Hindi,email,retention,45470,1380,37,1121.94,120412.19,107.325,2.0
MC-12489,2024-05-25,US,Houston,HR Manager,mid,English,search,awareness,43752,2766,51,1288.43,29384.16,22.8062,10.0
MC-11941,2024-05-26,ES,Seville,Teacher,mid,Spanish,search,re_engagement,44816,2909,100,2306.61,65300.86,28.3103,1.0
MC-11389,2024-05-26,JP,Nagoya,Consultant,mid,Japanese,social_media,acquisition,366665,7757,120,877.92,101388.63,115.4873,1.0
MC-10525,2024-05-26,US,Seattle,Data Scientist,budget,English,search,re_engagement,88119,7925,269,1601.47,65753.93,41.0585,10.0
MC-12650,2024-05-26,MX,Guadalajara,HR Manager,premium,Spanish,content_marketing,acquisition,47092,778,11,1975.55,28155.94,14.2522,5.0
MC-10565,2024-05-26,GB,Leeds,Consultant,mid,English,social_media,awareness,242730,4885,291,493.86,275139.73,557.1209,9.0
MC-11727,2024-05-26,DE,Stuttgart,Sales Rep,mid,German,social_media,re_engagement,189450,4807,312,560.11,198285.0,354.0108,7.0
MC-10734,2024-05-26,JP,Yokohama,Marketing Manager,budget,Japanese,search,retention,301253,24606,1273,1127.86,181201.59,160.6596,8.0
MC-10403,2024-05-26,US,Phoenix,HR Manager,mid,English,display,retention,239157,3682,158,4960.58,104319.48,21.0297,1.0
MC-11048,2024-05-26,CA,Toronto,Physician,mid,English,email,awareness,6407,233,4,585.21,5135.9,8.7762,10.0
MC-12659,2024-05-26,SG,Singapore,Data Scientist,mid,English,search,awareness,55441,4744,197,34604.72,214457.49,6.1973,4.0
MC-11605,2024-05-26,US,Chicago,Data Scientist,budget,English,social_media,awareness,500000,7311,465,2741.29,97807.86,35.6795,10.0
MC-11147,2024-05-26,US,Phoenix,Accountant,mid,English,email,acquisition,78541,2563,108,1618.33,85024.75,52.5386,6.0
MC-10128,2024-05-26,JP,Yokohama,Marketing Manager,budget,Japanese,social_media,acquisition,77975,1869,35,2156.39,6051.24,2.8062,5.0
MC-11689,2024-05-26,FR,Marseille,Software Engineer,mid,French,search,retention,20752,1723,76,2445.36,78915.66,32.2716,2.0
MC-10814,2024-05-26,US,Seattle,Data Scientist,premium,English,search,awareness,292551,22764,1710,4100.22,10043132.15,2449.413,9.0
MC-12755,2024-05-26,ES,Bilbao,Sales Rep,mid,Spanish,search,retention,6518800,534033,20809,2250.72,9447345.46,4197.477,
MC-11795,2024-05-26,FR,Toulouse,Data Scientist,budget,French,social_media,acquisition,1995,32,2,306.3,480.39,1.5684,4.0
MC-12576,2024-05-26,IN,Delhi,Data Scientist,mid,Hindi,social_media,acquisition,104195,1657,83,9199.48,102075.75,11.0958,5.0
MC-10173,2024-05-26,IN,Pune,Product Manager,mid,Hindi,email,acquisition,33818,1028,71,4823.16,50483.99,10.467,7.0
MC-10727,2024-05-27,BR,Brasília,Marketing Manager,budget,Portuguese,social_media,awareness,269062,6692,367,8121.97,55209.36,6.7975,6.0
MC-10651,2024-05-27,NL,The Hague,Accountant,premium,Dutch,content_marketing,re_engagement,30928,420,18,494.2,83164.63,168.2813,4.0
MC-11245,2024-05-27,US,New York,Consultant,mid,English,social_media,retention,65632,1489,37,1944.98,33612.24,17.2815,5.0
MC-11892,2024-05-27,IN,Bangalore,Product Manager,budget,Hindi,email,awareness,17103,564,22,2047.86,3405.41,1.6629,2.0
MC-11201,2024-05-27,MX,Guadalajara,Marketing Manager,budget,Spanish,display,acquisition,29550,325,19,4330.33,2622.39,0.6056,5.0
MC-10438,2024-05-27,US,San Francisco,Accountant,mid,English,social_media,awareness,122627,2037,59,190.75,46886.11,245.7987,9.0
MC-10655,2024-05-27,DE,Stuttgart,Architect,mid,German,influencer,retention,153320,4559,280,4811.78,373930.96,77.7116,8.0
MC-10388,2024-05-27,US,Houston,Lawyer,premium,English,social_media,acquisition,407727,5995,65,1686.36,318975.87,189.1505,1.0
MC-12523,2024-05-27,NL,The Hague,Software Engineer,premium,Dutch,social_media,awareness,270300,5811,199,507.19,1264089.69,2492.3395,10.0
MC-10703,2024-05-27,US,Phoenix,Sales Rep,mid,English,social_media,awareness,252735,3941,314,1688.09,169344.59,100.3173,5.0
MC-10694,2024-05-27,US,New York,Designer,mid,English,display,retention,8016,97,5,3136.12,2570.55,0.8197,2.0
MC-10373,2024-05-27,US,San Francisco,Accountant,mid,English,search,acquisition,39404,2248,130,2218.73,97138.83,43.7813,9.0
MC-10457,2024-05-27,GB,Glasgow,Software Engineer,budget,English,email,acquisition,2874,86,4,8579.11,951.73,0.1109,6.0
MC-12401,2024-05-27,IN,Mumbai,Lawyer,mid,Hindi,social_media,re_engagement,16100,378,7,4159.49,8554.67,2.0567,6.0
MC-12487,2024-05-27,NL,Rotterdam,Lawyer,mid,Dutch,email,re_engagement,89483,3215,199,755.13,197169.36,261.1065,8.0
MC-12941,2024-05-27,ZA,Pretoria,Architect,mid,Afrikaans,search,retention,10848,1018,58,7801.11,54364.1,6.9688,2.0
MC-10393,2024-05-27,BR,Brasília,Consultant,mid,Portuguese,social_media,acquisition,95162,1805,140,17886.42,100817.25,5.6365,3.0
MC-12538,2024-05-27,BR,Salvador,Consultant,mid,Portuguese,search,retention,29956,2815,191,1826.13,162337.9,88.8972,10.0
MC-12434,2024-05-27,CA,Montreal,Writer,budget,English,search,acquisition,22311,1865,67,10961.06,7805.44,0.7121,2.0
MC-10623,2024-05-27,DE,Cologne,Product Manager,premium,German,influencer,acquisition,124875,2540,197,497.71,782797.6,1572.7986,5.0
MC-12976,2024-05-27,US,Chicago,Designer,budget,English,influencer,acquisition,23419,632,47,4992.67,4548.1,0.911,7.0
MC-10119,2024-05-27,US,Houston,Lawyer,budget,English,display,re_engagement,112041,963,47,10420.39,7970.77,0.7649,5.0
MC-11465,2024-05-27,ZA,Johannesburg,HR Manager,premium,Afrikaans,social_media,awareness,285565,4060,227,3021.03,587537.61,194.4825,10.0
MC-11496,2024-05-27,US,New York,Consultant,budget,English,content_marketing,retention,44416,733,45,288.29,7382.17,25.6068,5.0
MC-11567,2024-05-27,CA,Ottawa,Physician,premium,English,social_media,acquisition,95680,2226,155,1545.8,791051.27,511.7423,10.0
MC-11122,2024-05-27,FR,Toulouse,Sales Rep,premium,French,display,acquisition,131454,1467,37,2671.68,105719.55,39.5704,2.0
MC-12757,2024-05-27,US,Phoenix,Accountant,budget,English,email,retention,4196,144,3,7432.13,379.84,0.0511,4.0
MC-12178,2024-05-27,GB,Manchester,Data Scientist,mid,English,content_marketing,awareness,15855,369,16,4895.9,15132.0,3.0907,9.0
MC-12331,2024-05-27,NL,Eindhoven,Designer,premium,Dutch,content_marketing,retention,24305,507,31,596.06,72572.39,121.7535,2.0
MC-12862,2024-05-27,US,Chicago,Designer,budget,English,email,re_engagement,2971,87,6,3193.83,736.39,0.2306,10.0
MC-12828,2024-05-27,IN,Mumbai,Lawyer,budget,Hindi,social_media,awareness,322740,8107,443,3787.41,101882.36,26.9003,3.0
MC-10567,2024-05-27,IL,Tel Aviv,Teacher,mid,Hebrew,email,acquisition,21621,782,44,3512.87,29194.28,8.3107,5.0
MC-11498,2024-05-27,IN,Bangalore,Physician,budget,Hindi,social_media,retention,177527,3847,121,711.19,29380.51,41.3118,2.0
MC-12550,2024-05-27,ES,Seville,Product Manager,mid,Spanish,search,awareness,2193600,175651,10707,15181.92,9997251.43,658.4972,1.0
MC-10914,2024-05-27,JP,Sapporo,Accountant,mid,Japanese,email,acquisition,21831,514,40,699.61,28213.72,40.3278,1.0
MC-12582,2024-05-27,GB,Manchester,Consultant,mid,English,content_marketing,acquisition,42014,583,10,2014.97,6702.82,3.3265,5.0
MC-11524,2024-05-27,US,Chicago,Teacher,mid,English,content_marketing,retention,10369,218,3,2797.28,1400.09,0.5005,5.0
MC-11256,2024-05-27,US,Los Angeles,Product Manager,mid,English,search,acquisition,27952,2640,39,390.91,27823.83,71.1771,7.0
MC-10605,2024-05-27,GB,Manchester,Designer,mid,English,search,retention,12859,985,66,861.85,33463.35,38.8273,4.0
MC-12136,2024-05-27,MX,Tijuana,Product Manager,mid,Spanish,search,awareness,71413,5106,243,96.63,232995.1,2411.2087,3.0
MC-11268,2024-05-27,IL,Haifa,Product Manager,mid,Hebrew,search,retention,38718,2635,59,138.99,50289.98,361.8244,6.0
MC-12682,2024-05-28,FR,Paris,Consultant,budget,French,content_marketing,awareness,103155,1361,77,10056.04,9788.76,0.9734,9.0
